id,Data,Country,Type,Frequency,Currency,Units,Date,Value
113689,Volume,IT,Sovereign,Daily,EUR,Millions,2004-08-31,8460
113690,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-01,6870
113691,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-02,6430
113692,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-03,8257.5
113693,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-04,NA
113694,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-05,NA
113695,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-06,6075
113696,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-07,8750
113697,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-08,6775
113698,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-09,7442.5
113699,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-10,8045
113700,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-11,NA
113701,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-12,NA
113702,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-13,7107.5
113703,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-14,7720
113704,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-15,7360
113705,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-16,7162.5
113706,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-17,6942.5
113707,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-18,NA
113708,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-19,NA
113709,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-20,5625
113710,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-21,6207.5
113711,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-22,6660
113712,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-23,7182.5
113713,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-24,8270
113714,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-25,NA
113715,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-26,NA
113716,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-27,8582.5
113717,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-28,6907.5
113718,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-29,7782.5
113719,Volume,IT,Sovereign,Daily,EUR,Millions,2004-09-30,7327.5
113720,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-01,6280
113721,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-02,NA
113722,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-03,NA
113723,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-04,4900
113724,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-05,4942.5
113725,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-06,5507.5
113726,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-07,7300
113727,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-08,5730
113728,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-09,NA
113729,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-10,NA
113730,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-11,3620
113731,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-12,7455
113732,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-13,6975
113733,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-14,9137.5
113734,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-15,7372.5
113735,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-16,NA
113736,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-17,NA
113737,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-18,6522.5
113738,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-19,6717.5
113739,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-20,7287.5
113740,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-21,5855
113741,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-22,5135
113742,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-23,NA
113743,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-24,NA
113744,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-25,6745
113745,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-26,10032.5
113746,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-27,6890
113747,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-28,11720
113748,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-29,6775
113749,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-30,NA
113750,Volume,IT,Sovereign,Daily,EUR,Millions,2004-10-31,NA
113751,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-01,1770
113752,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-02,7790
113753,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-03,7745
113754,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-04,7220
113755,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-05,7502.5
113756,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-06,NA
113757,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-07,NA
113758,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-08,8375
113759,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-09,7177.5
113760,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-10,8255
113761,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-11,6205
113762,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-12,6595
113763,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-13,NA
113764,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-14,NA
113765,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-15,7070
113766,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-16,7985
113767,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-17,8872.5
113768,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-18,7630
113769,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-19,5892.5
113770,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-20,NA
113771,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-21,NA
113772,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-22,4382.5
113773,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-23,8310
113774,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-24,9935
113775,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-25,9695
113776,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-26,7925
113777,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-27,NA
113778,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-28,NA
113779,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-29,6497.5
113780,Volume,IT,Sovereign,Daily,EUR,Millions,2004-11-30,5950
113781,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-01,6970
113782,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-02,7040
113783,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-03,7857.5
113784,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-04,NA
113785,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-05,NA
113786,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-06,5727.5
113787,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-07,6212.5
113788,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-08,4722.5
113789,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-09,6537.5
113790,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-10,9610
113791,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-11,NA
113792,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-12,NA
113793,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-13,5597.5
113794,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-14,6360
113795,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-15,8272.5
113796,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-16,8092.5
113797,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-17,7650
113798,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-18,NA
113799,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-19,NA
113800,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-20,4815
113801,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-21,6420
113802,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-22,5522.5
113803,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-23,5577.5
113804,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-24,47.5
113805,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-25,NA
113806,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-26,NA
113807,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-27,3667.5
113808,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-28,5160
113809,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-29,6375
113810,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-30,5760
113811,Volume,IT,Sovereign,Daily,EUR,Millions,2004-12-31,52.5
113812,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-01,NA
113813,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-02,NA
113814,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-03,2790
113815,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-04,6865
113816,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-05,5827.5
113817,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-06,4525
113818,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-07,5957.5
113819,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-08,NA
113820,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-09,NA
113821,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-10,4595
113822,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-11,8485
113823,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-12,7325
113824,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-13,8782.5
113825,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-14,5685
113826,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-15,NA
113827,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-16,NA
113828,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-17,4172.5
113829,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-18,5510
113830,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-19,6712.5
113831,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-20,6852.5
113832,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-21,4790
113833,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-22,NA
113834,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-23,NA
113835,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-24,4227.5
113836,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-25,5520
113837,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-26,9677.5
113838,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-27,9732.5
113839,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-28,7332.5
113840,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-29,NA
113841,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-30,NA
113842,Volume,IT,Sovereign,Daily,EUR,Millions,2005-01-31,6660
113843,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-01,5062.5
113844,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-02,4400
113845,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-03,6240
113846,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-04,4885
113847,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-05,NA
113848,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-06,NA
113849,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-07,4887.5
113850,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-08,5865
113851,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-09,7382.5
113852,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-10,8580
113853,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-11,5860
113854,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-12,NA
113855,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-13,NA
113856,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-14,4562.5
113857,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-15,6037.5
113858,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-16,5495
113859,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-17,5067.5
113860,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-18,6480
113861,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-19,NA
113862,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-20,NA
113863,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-21,5697.5
113864,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-22,7140
113865,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-23,9185
113866,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-24,8242.5
113867,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-25,9365
113868,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-26,NA
113869,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-27,NA
113870,Volume,IT,Sovereign,Daily,EUR,Millions,2005-02-28,6330
113871,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-01,6870
113872,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-02,6392.5
113873,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-03,7182.5
113874,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-04,6212.5
113875,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-05,NA
113876,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-06,NA
113877,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-07,4912.5
113878,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-08,6315
113879,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-09,7022.5
113880,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-10,7802.5
113881,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-11,5802.5
113882,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-12,NA
113883,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-13,NA
113884,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-14,5877.5
113885,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-15,7057.5
113886,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-16,7235
113887,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-17,7682.5
113888,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-18,9755
113889,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-19,NA
113890,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-20,NA
113891,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-21,4852.5
113892,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-22,5962.5
113893,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-23,10022.5
113894,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-24,7445
113895,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-25,NA
113896,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-26,NA
113897,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-27,NA
113898,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-28,NA
113899,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-29,5575
113900,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-30,6612.5
113901,Volume,IT,Sovereign,Daily,EUR,Millions,2005-03-31,6400
113902,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-01,7840
113903,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-02,NA
113904,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-03,NA
113905,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-04,4850
113906,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-05,4672.5
113907,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-06,6045
113908,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-07,5385
113909,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-08,5737.5
113910,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-09,NA
113911,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-10,NA
113912,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-11,4252.5
113913,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-12,9550
113914,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-13,8130
113915,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-14,7082.5
113916,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-15,11855
113917,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-16,NA
113918,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-17,NA
113919,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-18,7240
113920,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-19,5510
113921,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-20,6742.5
113922,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-21,5700
113923,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-22,5907.5
113924,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-23,NA
113925,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-24,NA
113926,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-25,2102.5
113927,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-26,11190
113928,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-27,8777.5
113929,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-28,8775
113930,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-29,12617.5
113931,Volume,IT,Sovereign,Daily,EUR,Millions,2005-04-30,NA
113932,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-01,NA
113933,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-02,3040
113934,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-03,9370
113935,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-04,7340
113936,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-05,4355
113937,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-06,6037.5
113938,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-07,NA
113939,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-08,NA
113940,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-09,3647.5
113941,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-10,6687.5
113942,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-11,10892.5
113943,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-12,4970
113944,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-13,8352.5
113945,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-14,NA
113946,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-15,NA
113947,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-16,3840
113948,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-17,6697.5
113949,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-18,6277.5
113950,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-19,5842.5
113951,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-20,4965
113952,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-21,NA
113953,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-22,NA
113954,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-23,4747.5
113955,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-24,9465
113956,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-25,8675
113957,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-26,9640
113958,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-27,9357.5
113959,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-28,NA
113960,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-29,NA
113961,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-30,7025
113962,Volume,IT,Sovereign,Daily,EUR,Millions,2005-05-31,7057.5
113963,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-01,8075
113964,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-02,5187.5
113965,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-03,9280
113966,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-04,NA
113967,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-05,NA
113968,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-06,4697.5
113969,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-07,8867.5
113970,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-08,5807.5
113971,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-09,7577.5
113972,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-10,9300
113973,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-11,NA
113974,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-12,NA
113975,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-13,6230
113976,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-14,7485
113977,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-15,9952.5
113978,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-16,8590
113979,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-17,8287.5
113980,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-18,NA
113981,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-19,NA
113982,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-20,5890
113983,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-21,7617.5
113984,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-22,7045
113985,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-23,4045
113986,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-24,5307.5
113987,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-25,NA
113988,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-26,NA
113989,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-27,7837.5
113990,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-28,11040
113991,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-29,9582.5
113992,Volume,IT,Sovereign,Daily,EUR,Millions,2005-06-30,5995
113993,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-01,4452.5
113994,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-02,NA
113995,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-03,NA
113996,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-04,2942.5
113997,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-05,7817.5
113998,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-06,4692.5
113999,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-07,1917.5
114000,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-08,4475
114001,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-09,NA
114002,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-10,NA
114003,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-11,4792.5
114004,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-12,6797.5
114005,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-13,5747.5
114006,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-14,5242.5
114007,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-15,4402.5
114008,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-16,NA
114009,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-17,NA
114010,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-18,4330
114011,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-19,6637.5
114012,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-20,4442.5
114013,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-21,6535
114014,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-22,4220
114015,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-23,NA
114016,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-24,NA
114017,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-25,3555
114018,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-26,7965
114019,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-27,5070
114020,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-28,6837.5
114021,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-29,6065
114022,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-30,NA
114023,Volume,IT,Sovereign,Daily,EUR,Millions,2005-07-31,NA
114024,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-01,4812.5
114025,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-02,6932.5
114026,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-03,5510
114027,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-04,5355
114028,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-05,5242.5
114029,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-06,NA
114030,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-07,NA
114031,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-08,4782.5
114032,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-09,3835
114033,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-10,6402.5
114034,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-11,4557.5
114035,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-12,4090
114036,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-13,NA
114037,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-14,NA
114038,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-15,1305
114039,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-16,3015
114040,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-17,3042.5
114041,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-18,4607.5
114042,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-19,4435
114043,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-20,NA
114044,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-21,NA
114045,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-22,3170
114046,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-23,5555
114047,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-24,4137.5
114048,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-25,3560
114049,Volume,IT,Sovereign,Daily,EUR,Millions,2005-08-26,6757.5
